selector,score_noise,n_rows,selected_real_utility_mean,selected_real_utility_ci_low,selected_real_utility_ci_high,identity_error_mean
combined_repair_noisy,0.0,288,0.8651375793632455,0.8605682284320303,0.8697069302944608,0.0
combined_repair_noisy,0.02,288,0.8659787231385234,0.8613203318362502,0.8706371144407966,0.0
combined_repair_noisy,0.05,288,0.8491984768716764,0.8437390094450069,0.8546579442983459,0.0
combined_repair_noisy,0.1,288,0.8374916544433992,0.8314357027615623,0.8435476061252362,0.0
combined_repair_noisy,0.2,288,0.8165783234152413,0.8096676025345769,0.8234890442959056,0.0
combined_repair_noisy,0.35,288,0.8060831682345635,0.7955609599799143,0.8166053764892127,0.006944444444444444
raw_noisy,0.0,288,0.0,0.0,0.0,1.0
raw_noisy,0.02,288,0.00012121944606718459,-0.00011637066822449727,0.0003588095603588665,1.0
raw_noisy,0.05,288,0.0005664381921315795,-0.0004582082331926089,0.001591084617455768,1.0
raw_noisy,0.1,288,0.003226074978042192,0.0007177423488143476,0.005734407607270037,1.0
raw_noisy,0.2,288,0.036271951036955685,0.023981711069749764,0.048562191004161606,0.9583333333333334
raw_noisy,0.35,288,0.08151924607340748,0.061015085447802195,0.10202340669901276,0.8888888888888888
